tag,value,type,label,label_cn,only_bj,use
amenity,restaurant,node,poi-building,建筑,0,1
amenity,retirement_home,way,poi-retirement_home,退休室,0,0
amenity,school,way,poi-building,建筑,0,1
amenity,school,node,poi-building,建筑,0,1
amenity,shelter,way,poi-building,建筑,0,0
amenity,shelter,node,poi-building,建筑,0,0
amenity,social_facility,node,poi-social_facility,社会设施,0,0
amenity,social_facility,way,poi-social_facility,社会设施,0,0
amenity,studio,way,poi-studio,录音室,0,0
amenity,swimming_pool,node,poi-swimming_pool,游泳池,0,0
amenity,taxi,node,poi-taxi,出租车停靠处,0,0
amenity,taxi,way,poi-taxi,出租车停靠处,0,0
amenity,telephone,node,poi-telephone,电话亭,0,0
amenity,theatre,way,poi-building,建筑,0,1
amenity,theatre,node,poi-building,建筑,0,1
amenity,toilets,node,poi-building,建筑,0,1
amenity,toilets,way,poi-building,建筑,0,1
amenity,townhall,way,poi-building,建筑,0,1
amenity,townhall,node,poi-building,建筑,0,1
amenity,university,way,poi-building,建筑,0,1
amenity,university,node,poi-building,建筑,0,1
amenity,veterinary,way,poi-veterinary,建筑,0,0
amenity,veterinary,node,poi-veterinary,建筑,0,0
amenity,waste_basket,node,poi-waste_basket,垃圾箱,0,0
amenity,waste_disposal,node,poi-waste_disposal,垃圾回收处,0,0
amenity,waste_disposal,way,poi-waste_disposal,垃圾回收处,0,0
barrier,block,way,poi-block,块状路障,0,0
barrier,block,node,poi-block,块状路障,0,0
barrier,bollard,way,poi-bollard,杆状路障,0,0
barrier,bollard,node,poi-bollard,杆状路障,0,0
barrier,chain,way,poi-chain,长链状路障,0,0
barrier,city_wall,way,poi-city_wall,城墙,0,0
barrier,cycle_barrier,node,poi-cycle_barrier,自行车路障,0,0
barrier,ditch,way,poi-ditch,沟渠,0,0
barrier,embankment,way,poi-embankment,堤坝,0,0
barrier,entrance,node,poi-entrance,路障入口,0,0
barrier,fence,way,poi-fence,篱笆,0,0
barrier,fence,node,poi-fence,篱笆,0,0
barrier,field_boundary,way,poi-field_boundary,田地边界,0,0
barrier,gate,node,poi-gate,可开闭的路障的门,0,0
barrier,gate,way,poi-gate,可开闭的路障的门,0,0
barrier,guard_rail,way,poi-guard_rail,防撞护栏,0,0
barrier,handrail,way,poi-handrail,扶手,0,0
barrier,hedge,way,poi-hedge,树篱,0,0
barrier,kerb,way,poi-kerb,马路牙子,0,0
barrier,kerb,node,poi-kerb,马路牙子,0,0
barrier,kissing_gate,node,poi-kissing_gate,允许人通过不允许牲畜通过的门,0,0
barrier,lift_gate,node,poi-lift_gate,升降门,0,0
barrier,line,way,poi-line,线状障碍,0,0
barrier,retaining_wall,way,poi-retaining_wall,挡土墙,0,0
barrier,stile,node,poi-stile,绕过路障的口,0,0
barrier,toll_booth,node,poi-toll_booth,收费站,0,1
barrier,toll_booth,way,poi-toll_booth,收费站,0,1
barrier,traffic_island,way,poi-traffic_island,交通岛,0,0
barrier,wall,way,poi-wall,墙,0,0
barrier,wire_fence,way,poi-wire_fence,网状篱笆,0,0
barrier,wood_fence,way,poi-wood_fence,木头篱笆,0,0
building,abandoned,way,poi-abandoned,遗弃建筑,0,0
building,agricultural,way,poi-agricultural,农业建筑,0,0
building,apartments,way,poi-building,建筑,0,1
building,apartments,node,poi-building,建筑,0,1
building,bangunan,way,poi-building,建筑,0,0
building,barn,way,poi-barn,谷仓,0,0
building,barn,node,poi-barn,谷仓,0,0
building,beach_hut,way,poi-beach_hut,海滩小屋,0,0
building,boathouse,way,poi-boathouse,船屋,0,0
building,bridge,way,poi-bridge,用作桥梁的房屋,0,0
building,bridge,node,poi-bridge,用作桥梁的房屋,0,0
building,building,way,poi-building,建筑,0,0
building,bungalow,way,poi-bungalow,平房,0,0
building,bunker,way,poi-bunker,军事掩体,0,0
building,bunker,node,poi-bunker,军事掩体,0,0
building,cabin,way,poi-cabin,简陋木房,0,0
building,cabin,node,poi-cabin,简陋木房,0,0
building,carport,way,poi-carport,车棚,0,0
building,castle,way,poi-castle,城堡,0,0
building,cathedral,way,poi-cathedral,大教堂,0,0
building,chapel,way,poi-chapel,教堂,0,0
building,chapel,node,poi-chapel,教堂,0,0
building,church,way,poi-church,教会,0,0
building,civic,way,poi-civic,公共建筑,0,0
building,collapsed,way,poi-collapsed,倒塌的建筑,0,0
building,college,way,poi-building,建筑,0,1
building,commercial,way,poi-building,建筑,0,1
building,commercial,node,poi-building,建筑,0,1
building,constructie,way,poi-constructie,正在施工的建筑,0,0
building,construction,way,poi-construction,正在施工的建筑,0,0
building,construction,node,poi-construction,正在施工的建筑,0,0
building,cowshed,way,poi-cowshed,牛棚,0,0
building,damaged,way,poi-damaged,损坏的建筑,0,0
building,destroyed,way,poi-destroyed,损坏的建筑,0,0
building,detached,way,poi-detached,合租楼,0,0
building,detached,node,poi-detached,合租楼,0,0
building,dormitory,way,poi-building,建筑,0,1
building,duplex,way,poi-duplex,复式楼,0,0
building,dwelling_house,way,poi-dwelling_house,合租楼,0,0
building,education,way,poi-education,教育楼,0,0
building,factory,way,poi-factory,工厂,0,0
building,farm,way,poi-farm,农场上的居住楼房,0,0
building,farm,node,poi-farm,农场上的居住楼房,0,0
building,farm_auxiliary,way,poi-farm_auxiliary,农场上的设施楼房,0,0
building,garage,way,poi-garage,车库,0,0
building,garage,node,poi-garage,车库,0,0
building,garages,way,poi-garages,多车车库,0,0
building,garages,node,poi-garages,多车车库,0,0
building,glasshouse,way,poi-glasshouse,玻璃房子,0,0
building,grandstand,way,poi-grandstand,运动场看台,0,0
building,greenhouse,way,poi-greenhouse,温室,0,1
building,hall,way,poi-hall,大厅,0,0
building,hangar,way,poi-hangar,机库,0,0
building,hangar,node,poi-hangar,机库,0,0
building,hospital,way,poi-building,建筑,0,1
building,hospital,node,poi-building,建筑,0,1
building,hotel,way,poi-hotel,旅馆,0,0
building,hotel,node,poi-hotel,旅馆,0,0
building,house,way,poi-house,房屋,0,0
building,house,node,poi-house,房屋,0,0
building,houseboat,way,poi-houseboat,船屋,0,0
building,hut,way,poi-hut,棚屋,0,0
building,hut,node,poi-hut,棚屋,0,0
building,industrial,way,poi-building,建筑,0,1
building,industrial,node,poi-building,建筑,0,1
building,kindergarten,way,poi-kindergarten,幼儿园,0,0
building,kiosk,way,poi-kiosk,零售亭,0,0
building,manufacture,way,poi-manufacture,制造建筑,0,0
building,mobile_home,way,poi-mobile_home,手机之家,0,0
building,mosque,way,poi-mosque,清真寺,0,0
building,mosque,node,poi-mosque,清真寺,0,0
building,office,way,poi-building,建筑,0,1
building,office,node,poi-building,建筑,0,1
building,pavilion,way,poi-pavilion,亭子,0,0
building,pub,way,poi-pub,酒吧,0,0
building,public,way,poi-public,公共建筑,0,0
building,public,node,poi-public,公共建筑,0,0
building,residential,way,poi-building,建筑,0,1
building,residential,node,poi-building,建筑,0,1
building,retail,way,poi-building,建筑,0,1
building,retail,node,poi-building,建筑,0,1
building,roof,way,poi-building,建筑,0,1
building,roof,node,poi-building,建筑,0,1
building,ruin,way,poi-ruin,遗迹,0,0
building,ruin,node,poi-ruin,遗迹,0,0
building,school,way,poi-building,建筑,0,1
building,school,node,poi-building,建筑,0,1
building,service,way,poi-service,小型无人建筑,0,0
building,shed,way,poi-shed,单层棚状结构,0,0
building,shed,node,poi-shed,单层棚状结构,0,0
building,shelter,way,poi-shelter,庇护建筑,0,0
building,shop,way,poi-shop,商店,0,0
building,silo,way,poi-silo,筒仓,0,0
building,slurry_tank,way,poi-slurry_tank,浆池,0,0
building,sport,way,poi-sport,运动场馆,0,0
building,stable,way,poi-stable,马厩,0,0
building,stable,node,poi-stable,马厩,0,0
building,static_caravan,way,poi-static_caravan,静态大篷车,0,0
building,static_caravan,node,poi-static_caravan,静态大篷车,0,0
building,station,way,poi-station,站点建筑,0,0
building,storage,way,poi-storage,储藏室,0,0
building,storage_tank,way,poi-storage_tank,储存罐,0,0
building,storage_tank,node,poi-storage_tank,储存罐,0,0
building,store,way,poi-store,商店,0,0
building,summer_cottage,way,poi-summer_cottage,度假别墅,0,0
building,supermarket,way,poi-supermarket,超市,0,0
building,tank,way,poi-tank,罐状建筑,0,0
building,temple,way,poi-temple,寺庙,0,0
building,tent,way,poi-tent,帐篷,0,0
building,terrace,way,poi-terrace,居民楼的线性排列,0,0
building,terrace,node,poi-terrace,居民楼的线性排列,0,0
building,tower,way,poi-tower,塔状建筑,0,0
building,train_station,way,poi-train_station,火车站,0,0
building,transformer_tower,way,poi-transformer_tower,变压器塔,0,0
building,transformer_tower,node,poi-transformer_tower,变压器塔,0,0
building,transportation,way,poi-transportation,与交通相关的建筑,0,0
building,university,way,poi-building,建筑,0,1
building,university,node,poi-building,建筑,0,1
building,veranda,way,poi-veranda,阳台,0,0
building,warehouse,way,poi-warehouse,仓库,0,0
building,warehouse,node,poi-warehouse,仓库,0,0
cuisine,burger,node,poi-burger,面包店,0,0
cuisine,chinese,node,poi-chinese,中餐馆,0,0
cuisine,coffee_shop,node,poi-coffee_shop,咖啡馆,0,0
cuisine,german,node,poi-german,德国菜馆,0,0
cuisine,italian,node,poi-italian,意大利菜馆,0,0
cuisine,japanese,node,poi-japanese,日本菜馆,0,0
cuisine,mexican,node,poi-mexican,莫斯科菜馆,0,0
cuisine,pizza,node,poi-pizza,披萨店,0,0
cuisine,regional,node,poi-regional,传统美食店,0,0
cuisine,sandwich,node,poi-sandwich,三明治店,0,0
electrified,contact_line,way,poi-contact_line,输电线,0,0
highway,abandoned,way,way-abandoned,遗弃道路,0,0
highway,bridleway,way,way-bridleway,马道,0,0
highway,bus_stop,way,way-bus_stop,公交站,0,0
highway,bus_stop,node,way-bus_stop,公交站,0,0
highway,construction,way,way-construction,在建道路,0,0
highway,corridor,way,way-corridor,走廊,0,0
highway,crossing,node,way-road,道路,0,1
highway,cycleway,way,way-road,道路,0,1
highway,elevator,way,way-elevator,电梯,0,0
highway,elevator,node,way-elevator,电梯,0,0
highway,emergency_access_point,node,way-emergency_access_point,危险指示点,0,0
highway,footway,way,way-road,道路,0,1
highway,give_way,node,way-road,道路,0,1
highway,living_street,way,way-road,道路,0,1
highway,milestone,node,way-milestone,里程碑,0,0
highway,mini_roundabout,node,way-road,道路,0,1
highway,motorway,way,way-road,道路,0,1
highway,motorway_junction,node,way-road,道路,0,1
highway,motorway_link,way,way-road,道路,0,1
highway,path,way,way-road,道路,0,1
highway,pedestrian,way,way-road,道路,0,1
highway,platform,way,way-platform,平台,0,0
highway,platform,node,way-platform,平台,0,0
highway,primary,way,way-road,道路,1,1
highway,primary_link,way,way-road,道路,0,1
highway,proposed,way,way-proposed,道路,0,0
highway,raceway,way,way-raceway,赛道,0,0
highway,residential,way,way-road,道路,1,1
highway,residential,node,way-road,道路,1,1
highway,rest_area,way,way-rest_area,高速路休息区,0,0
highway,rest_area,node,way-rest_area,高速路休息区,0,0
highway,road,way,way-road,道路,0,1
highway,secondary,way,way-road,道路,1,1
highway,secondary_link,way,way-road,道路,0,1
highway,service,way,way-road,道路,1,1
highway,services,node,way-road,道路,0,1
highway,services,way,way-road,道路,0,1
highway,speed_camera,node,way-speed_camera,高速摄像机,0,0
highway,steps,way,way-steps,阶梯,0,0
highway,steps,node,way-steps,阶梯,0,0
highway,street_lamp,node,way-street_lamp,街灯,0,0
highway,tertiary,way,way-road,道路,1,1
highway,tertiary_link,way,way-road,道路,0,1
highway,track,way,way-road,道路,0,1
highway,stop,node,way-stop,禁止驶入牌,0,0
highway,traffic_signals,node,way-traffic_signals,交通信号灯,0,0
highway,trunk,way,way-road,道路,0,1
highway,trunk_link,way,way-road,道路,0,1
highway,turning_circle,node,way-road,道路,0,1
highway,unclassified,way,way-road,道路,1,1
historic,archaeological_site,node,poi-archaeological_site,考古遗址,0,0
historic,boundary_stone,node,poi-boundary_stone,古城墙,0,0
historic,castle,node,poi-castle,古城堡,0,0
historic,memorial,node,poi-memorial,纪念馆,0,0
historic,monument,node,poi-monument,纪念碑,0,0
historic,ruins,node,poi-ruins,遗迹,0,0
historic,yes,node,poi-yes,历史遗迹,0,0
junction,roundabout,way,way-road,道路,0,1
landuse,allotments,way,landuse-allotments,田地,0,0
landuse,allotments,node,landuse-allotments,田地,0,0
landuse,animal_keeping,way,landuse-animal_keeping,畜牧地,0,0
landuse,aquaculture,way,landuse-aquaculture,水产养殖,0,0
landuse,basin,way,landuse-basin,积水盆地,0,0
landuse,brownfield,way,landuse-brownfield,待开发土地,0,0
landuse,cemetery,way,landuse-cemetery,墓地,0,0
landuse,cemetery,node,landuse-cemetery,墓地,0,0
landuse,churchyard,way,landuse-churchyard,墓地,0,0
landuse,commercial,way,landuse-commercial,商业用地,0,1
landuse,commercial,node,landuse-commercial,商业用地,0,1
landuse,conservation,way,landuse-conservation,保护地,0,0
landuse,construction,way,landuse-construction,在建地,0,0
landuse,farm,way,landuse-farm,农场,0,1
landuse,farm,node,landuse-farm,农场,0,1
landuse,farmland,way,landuse-farmland,农场,0,0
landuse,farmyard,way,landuse-farmyard,农场后院,0,0
landuse,farmyard,node,landuse-farmyard,农场后院,0,0
landuse,forest,way,landuse-wood,林地,0,1
landuse,forest,node,landuse-wood,林地,0,1
landuse,garages,way,landuse-garages,车场,0,0
landuse,grass,way,landuse-grass,草地,0,1
landuse,greenfield,way,landuse-greenfield,待建绿地,0,0
landuse,greenhouse_horticulture,way,landuse-greenhouse_horticulture,温室,0,0
landuse,highway,way,landuse-highway,高速公路,0,0
landuse,industrial,way,landuse-industrial,工业用地,0,1
landuse,industrial,node,landuse-industrial,工业用地,0,1
landuse,landfill,way,landuse-landfill,垃圾填埋场,0,0
landuse,livestock,way,landuse-livestock,家畜,0,0
landuse,logging,way,landuse-logging,未知,0,0
landuse,meadow,way,landuse-grass,草地,0,1
landuse,military,way,landuse-military,军事重地,0,0
landuse,orchard,way,landuse-orchard,用于保护粮食生产的灌木地,0,0
landuse,plant_nursery,way,landuse-plant_nursery,苗圃,0,0
landuse,quarry,way,landuse-quarry,采矿场,0,1
landuse,quarry,node,landuse-quarry,采矿场,0,1
landuse,railway,way,landuse-railway,铁路用地,0,0
landuse,recreation_ground,way,landuse-recreation_ground,再生地,0,0
landuse,religious,way,landuse-religious,宗教用地,0,0
landuse,reservoir,way,landuse-reservoir,水库,0,1
landuse,reservoir,node,landuse-reservoir,水库,0,1
landuse,reservoir_watershed,way,landuse-reservoir_watershed,蓄水库,0,0
landuse,residential,way,landuse-residential,居住区,0,1
landuse,residential,node,landuse-residential,居住区,0,1
landuse,retail,way,landuse-commercial,商业用地,0,1
landuse,retail,node,landuse-commercial,商业用地,0,1
landuse,salt_pond,way,landuse-salt_pond,盐场,0,0
landuse,school,way,landuse-school,学校用地,0,0
landuse,scrub,way,landuse-scrub,灌木,0,0
landuse,scrub,node,landuse-scrub,灌木,0,0
landuse,traffic_island,way,landuse-traffic_island,交通岛,0,0
landuse,village_green,way,landuse-village_green,乡村绿地,0,0
landuse,village_green,node,landuse-village_green,乡村绿地,0,0
landuse,vineyard,way,landuse-vineyard,葡萄种植地,0,0
landuse,wood,way,landuse-wood,林地,0,0
leisure,beach_resort,way,poi-beach_resort,沙滩边界,0,0
leisure,common,way,poi-common,常见的土地,0,0
leisure,dog_park,way,poi-dog_park,遛狗园,0,0
leisure,fishing,way,poi-fishing,钓鱼处,0,0
leisure,garden,way,poi-garden,植物园,0,1
leisure,garden,node,poi-garden,植物园,0,1
leisure,golf_course,way,poi-golf_course,高尔夫球场,0,0
leisure,golf_course,node,poi-golf_course,高尔夫球场,0,0
leisure,horse_riding,way,poi-horse_riding,骑马场,0,0
leisure,horse_riding,node,poi-horse_riding,骑马场,0,0
leisure,ice_rink,way,poi-ice_rink,溜冰场,0,0
leisure,marina,way,poi-marina,游艇停泊处,0,0
leisure,marina,node,poi-marina,游艇停泊处,0,0
leisure,miniature_golf,way,poi-miniature_golf,迷你高尔夫球场,0,0
leisure,miniature_golf,node,poi-miniature_golf,迷你高尔夫球场,0,0
leisure,nature_reserve,way,poi-nature_reserve,自然保护区,0,0
leisure,nature_reserve,node,poi-nature_reserve,自然保护区,0,0
leisure,park,way,poi-park,公园,0,1
leisure,park,node,poi-park,公园,0,1
leisure,picnic_table,node,poi-picnic_table,野餐台,0,0
leisure,pitch,way,poi-pitch,绿茵场,0,1
leisure,playground,way,poi-playground,儿童游乐园,0,0
leisure,playground,node,poi-playground,儿童游乐园,0,0
leisure,sauna,way,poi-sauna,桑拿地,0,0
leisure,slipway,way,poi-slipway,船台,0,0
leisure,slipway,node,poi-slipway,船台,0,0
leisure,sports_centre,way,poi-sports_centre,运动中心,0,0
lleisure,sports_centre,node,poi-sports_centre,运动中心,0,0
leisure,stadium,way,poi-stadium,体育馆,0,0
leisure,stadium,node,poi-stadium,体育馆,0,0
leisure,swimming_pool,way,poi-swimming_pool,游泳池,0,0
leisure,swimming_pool,node,poi-swimming_pool,游泳池,0,0
leisure,track,way,poi-track,跑道,0,1
leisure,track,node,poi-track,跑道,0,1
leisure,water_park,way,poi-water_park,水上乐园,0,0
leisure,water_park,node,poi-water_park,水上乐园,0,0
man_made,avalanche_protection,way,poi-avalanche_protection,未知,0,0
man_made,beam,way,poi-beam,未知,0,0
man_made,breakwater,way,poi-breakwater,防水堤坝,0,0
man_made,bridge,way,poi-bridge,桥梁,0,0
man_made,bunker_silo,way,poi-bunker_silo,存储筒仓,0,0
man_made,canopy,way,poi-canopy,华盖,0,0
man_made,chimney,node,poi-chimney,烟囱,0,1
man_made,chimney,way,poi-chimney,烟囱,0,1
man_made,clearcut,way,poi-clearcut,伐木区,0,0
man_made,crane,way,poi-crane,起重机,0,0
man_made,cutline,way,poi-cutline,森林分界线,0,0
man_made,dike,way,poi-dike,堤坝,0,0
man_made,dyke,way,poi-dyke,堤坝,0,0
man_made,embankment,way,poi-embankment,堤,0,0
man_made,flagpole,node,poi-flagpole,旗杆,0,0
man_made,gasometer,way,poi-gasometer,储气室,0,0
man_made,goods_conveyor,way,poi-goods_conveyor,货物输送机,0,0
man_made,groyne,way,poi-groyne,丁坝,0,0
man_made,mast,node,poi-mast,桅杆,0,0
man_made,oil_tank,way,poi-oil_tank,油罐,0,0
man_made,petroleum_well,node,poi-petroleum_well,石油井,0,0
man_made,pier,way,poi-pier,码头,0,1
man_made,pier,way,poi-pier,码头,0,1
man_made,pipeline,way,poi-pipeline,管道,0,0
man_made,pumping_station,way,poi-pumping_station,泵站,0,0
man_made,reinforced_slope,way,poi-reinforced_slope,加固边坡,0,0
man_made,reservoir_covered,way,poi-reservoir_covered,水库覆盖,0,0
man_made,reservoir_covered,node,poi-reservoir_covered,水库覆盖,0,0
man_made,silo,way,poi-silo,筒仓,0,0
man_made,silo,node,poi-silo,筒仓,0,0
man_made,snow_fence,way,poi-snow_fence,雪围栏,0,0
man_made,stele,way,poi-stele,未知,0,0
man_made,storage,way,poi-storage,存储,0,0
man_made,storage_tank,way,poi-tank,存储罐,0,1
man_made,storage_tank,node,poi-tank,存储罐,0,1
man_made,surveillance,node,poi-surveillance,监控点,0,0
man_made,survey_point,node,poi-survey_point,调查点,0,0
man_made,tank,way,poi-tank,储藏罐,0,1
man_made,telephone_office,way,poi-telephone_office,电话亭,0,0
man_made,tower,way,poi-tower,塔,0,1
man_made,tower,node,poi-tower,塔,0,1
man_made,wastewater_plant,way,poi-wastewater_plant,废水处理,0,0
man_made,wastewater_plant,node,poi-wastewater_plant,废水处理,0,0
man_made,water_tank,way,poi-tank,水罐,0,1
man_made,water_tower,way,poi-water_tower,水塔,0,0
man_made,water_tower,node,poi-water_tower,水塔,0,0
man_made,water_well,way,poi-water_well,水井,0,0
man_made,water_well,node,poi-water_well,水井,0,0
man_made,water_works,way,poi-water_works,饮用水源,0,0
man_made,water_works,node,poi-water_works,饮用水源,0,0
man_made,watermill,way,poi-watermill,水车,0,0
man_made,waterway,way,poi-waterway,水道,0,0
man_made,windmill,way,poi-windmill,风车,0,0
man_made,works,way,poi-works,工厂,0,0
man_made,works,node,poi-works,工厂,0,0
natural,arete,way,poi-arete,近乎刀状的山脊,0,0
natural,bare_rock,way,poi-bare_rock,岩石裸露地,0,0
natural,bare_rock,node,poi-bare_rock,岩石裸露地,0,0
natural,bay,way,poi-bay,海湾,0,1
natural,bay,node,poi-bay,海湾,0,1
natural,beach,way,poi-beach,沙滩,0,1
natural,beach,node,poi-beach,沙滩,0,1
natural,cave_entrance,node,poi-cave_entrance,洞穴入口,0,0
natural,cliff,way,poi-cliff,悬崖,0,1
natural,cliff,node,poi-cliff,悬崖,0,1
natural,coastline,way,poi-coastline,海岸,0,1
natural,crevasse,way,poi-crevasse,地裂,0,0
natural,fell,way,poi-fell,高山和极地地区覆盖未开垦草地的居住地,0,0
natural,glacier,way,poi-glacier,冰川区,0,1
natural,grass,way,landuse-grass,草地,0,0
natural,grassland,way,poi-grass,草地,0,1
natural,grassland,node,poi-grass,草地,0,1
natural,heath,way,poi-heath,疗养区,0,0
natural,land,way,poi-land,土地,0,0
natural,land,node,poi-land,土地,0,0
natural,landform,way,poi-landform,土地类型,0,0
natural,landslide,way,poi-landslide,未知,0,0
natural,marsh,way,landuse-marsh,沼泽,0,0
natural,mud,way,landuse-mud,泥泞地,0,0
natural,old_coastline_import,way,poi-old_coastline_import,未知,0,0
natural,peak,node,poi-peak,山峰,0,1
natural,reef,way,poi-reef,礁,0,0
natural,ridge,way,poi-peak,山峰,0,1
natural,ridge,node,poi-peak,山峰,0,1
natural,riverbank,way,poi-riverbank,河岸,0,0
natural,rock,way,landuse-rock,岩石,0,0
natural,rock,node,landuse-rock,岩石,0,0
natural,sand,way,landuse-sand,沙地,0,0
natural,saddle,node,poi-saddle,山鞍,0,0
natural,scree,way,landuse-scree,卵石地,0,0
natural,scrub,way,landuse-scrub,灌木,0,1
natural,scrub,way,landuse-scrub,灌木,0,1
natural,shingle,way,landuse-shingle,水侵石滩,0,0
natural,spring,node,poi-spring,小溪流,0,0
natural,stone,way,landuse-stone,石头区,0,0
natural,tree,way,poi-tree,树木,0,0
natural,tree,node,poi-tree,树木,0,0
natural,tree_row,way,poi-tree_row,一列树木,0,0
natural,valley,way,poi-valley,山谷,0,0
natural,water,way,poi-water,水域,1,1
natural,water,node,poi-water,水域,1,1
natural,wetland,way,poi-wetland,湿地,0,1
natural,wetland,node,poi-wetland,湿地,0,1
natural,wood,way,landuse-wood,林地,0,1
natural,wood,node,landuse-wood,林地,0,1
place,village,node,poi-village,村庄,0,0
power,busbar,way,poi-busbar,母线,0,0
power,cable,way,poi-cable,电缆,0,0
power,cable_distribution_cabinet,node,poi-cable_distribution_cabinet,电缆配电柜,0,0
power,generator,way,poi-generator,发电机,0,0
power,generator,node,poi-generator,发电机,0,0
power,line,way,poi-line,高压输电线,0,0
power,line,node,poi-line,高压输电线,0,0
power,minor_line,way,poi-minor_line,普通输电线,0,0
power,pole,node,poi-pole,电线杆,0,0
power,plant,way,poi-plant,发电站,0,0
power,portal,way,poi-portal,支撑电线的结构,0,0
power,portal,node,poi-portal,支撑电线的结构,0,0
power,station,node,poi-station,发电站,0,0
power,substation,way,poi-substation,变电站,0,0
power,substation,node,poi-substation,变电站,0,0
power,switch,node,poi-switch,电力开关,0,0
power,tower,node,poi-tower,电塔,0,0
power,transformer,way,poi-transformer,变压器,0,0
